time: Fri Aug  2 16:51:43 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 28.20 %
time: Mon Aug 19 11:08:04 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 1.101 %
time: Mon Aug 19 11:08:04 2019 | channel: Россия 1 | channel_confidence: 40 % | content_confidence: 1.101 %
time: Mon Aug 19 11:08:05 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 1.120 %
time: Mon Aug 19 11:08:06 2019 | channel: Россия 1 | channel_confidence: 40 % | content_confidence: 1.120 %
time: Mon Aug 19 11:08:07 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 2.303 %
time: Mon Aug 19 11:08:08 2019 | channel: Россия 1 | channel_confidence: 40 % | content_confidence: 1.553 %
time: Mon Aug 19 11:08:08 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.803 %
time: Mon Aug 19 11:08:09 2019 | channel: Россия 1 | channel_confidence: 40 % | content_confidence: 0.515 %
time: Mon Aug 19 11:08:10 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.227 %
time: Mon Aug 19 11:08:11 2019 | channel: Россия 1 | channel_confidence: 40 % | content_confidence: 0.396 %
time: Mon Aug 19 11:08:12 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.565 %
time: Mon Aug 19 11:08:12 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.438 %
time: Mon Aug 19 11:08:13 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.312 %
time: Mon Aug 19 11:08:14 2019 | channel: Россия 1 | channel_confidence: 40 % | content_confidence: 0.312 %
time: Mon Aug 19 11:08:15 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.415 %
time: Mon Aug 19 11:08:16 2019 | channel: Россия 1 | channel_confidence: 40 % | content_confidence: 0.415 %
time: Mon Aug 19 11:08:16 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.503 %
time: Mon Aug 19 11:08:17 2019 | channel: НТВ | channel_confidence: 40 % | content_confidence: 0.465 %
time: Mon Aug 19 11:08:18 2019 | channel: Россия 1 | channel_confidence: 40 % | content_confidence: 0.512 %
time: Mon Aug 19 11:08:19 2019 | channel: Россия 1 | channel_confidence: 40 % | content_confidence: 0.560 %
time: Mon Aug 19 11:08:20 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 1.242 %
time: Mon Aug 19 11:08:20 2019 | channel: Россия 1 | channel_confidence: 40 % | content_confidence: 1.242 %
time: Mon Aug 19 11:08:21 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.794 %
time: Mon Aug 19 11:08:22 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.794 %
time: Mon Aug 19 11:08:23 2019 | channel: Россия 1 | channel_confidence: 40 % | content_confidence: 0.809 %
time: Mon Aug 19 11:08:24 2019 | channel: Россия 1 | channel_confidence: 40 % | content_confidence: 0.824 %
time: Mon Aug 19 11:08:24 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.993 %
time: Mon Aug 19 11:08:25 2019 | channel: Россия 1 | channel_confidence: 40 % | content_confidence: 1.205 %
time: Mon Aug 19 11:08:26 2019 | channel: НТВ | channel_confidence: 40 % | content_confidence: 1.418 %
time: Mon Aug 19 11:08:27 2019 | channel: Россия 1 | channel_confidence: 40 % | content_confidence: 2.105 %
time: Mon Aug 19 11:08:28 2019 | channel: Россия 1 | channel_confidence: 40 % | content_confidence: 2.793 %
time: Mon Aug 19 11:08:28 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 7.311 %
time: Mon Aug 19 13:34:39 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.0 %
time: Mon Aug 19 13:34:40 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.0 %
time: Mon Aug 19 13:34:41 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 3.067 %
time: Mon Aug 19 13:34:42 2019 | channel: Россия 1 | channel_confidence: 40 % | content_confidence: 3.067 %
time: Mon Aug 19 13:34:42 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.495 %
time: Mon Aug 19 13:34:43 2019 | channel: Россия 1 | channel_confidence: 40 % | content_confidence: 0.495 %
time: Mon Aug 19 13:34:44 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.484 %
time: Mon Aug 19 13:34:45 2019 | channel: Россия 1 | channel_confidence: 40 % | content_confidence: 0.484 %
time: Mon Aug 19 13:34:46 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.824 %
time: Mon Aug 19 13:34:46 2019 | channel: Россия 1 | channel_confidence: 40 % | content_confidence: 0.824 %
time: Tue Aug 20 12:04:11 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.0 %
time: Tue Aug 20 12:04:12 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.846 %
time: Tue Aug 20 12:04:12 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.846 %
time: Tue Aug 20 12:04:13 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 3.203 %
time: Tue Aug 20 12:04:14 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 5.560 %
time: Tue Aug 20 12:04:15 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 11.59 %
time: Tue Aug 20 12:04:16 2019 | channel: НТВ | channel_confidence: 40 % | content_confidence: 11.59 %
time: Tue Aug 20 12:04:16 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 8.474 %
time: Tue Aug 20 12:04:17 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 12.12 %
time: Tue Aug 20 12:04:18 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 15.78 %
time: Tue Aug 20 12:04:19 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 9.320 %
time: Tue Aug 20 12:04:20 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 2.859 %
time: Tue Aug 20 12:04:20 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 4.427 %
time: Tue Aug 20 12:04:21 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 4.427 %
time: Tue Aug 20 12:04:22 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 66.04 %
time: Tue Aug 20 12:04:23 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 66.04 %
time: Tue Aug 20 12:04:24 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 58.67 %
time: Tue Aug 20 12:04:24 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 58.67 %
time: Tue Aug 20 12:04:25 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 64.23 %
time: Tue Aug 20 12:04:26 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 64.23 %
time: Tue Aug 20 12:04:27 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 8.675 %
time: Tue Aug 20 12:04:28 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 8.675 %
time: Tue Aug 20 12:04:28 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 2.182 %
time: Tue Aug 20 12:04:29 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 1.850 %
time: Tue Aug 20 12:04:30 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 1.519 %
time: Tue Aug 20 12:04:31 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.977 %
time: Tue Aug 20 12:04:32 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.436 %
time: Tue Aug 20 12:04:32 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.182 %
time: Tue Aug 20 12:04:33 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.182 %
time: Tue Aug 20 12:04:34 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.620 %
time: Tue Aug 20 12:04:35 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.620 %
time: Tue Aug 20 12:04:36 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.183 %
time: Tue Aug 20 12:04:36 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.189 %
time: Tue Aug 20 12:04:37 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.196 %
time: Tue Aug 20 12:04:38 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.365 %
time: Tue Aug 20 12:04:39 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.535 %
time: Tue Aug 20 12:04:40 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 1.031 %
time: Tue Aug 20 12:04:40 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 2.058 %
time: Tue Aug 20 12:04:41 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 1.176 %
time: Tue Aug 20 12:04:42 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.293 %
time: Tue Aug 20 12:04:43 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 9.733 %
time: Tue Aug 20 12:04:44 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 19.17 %
time: Tue Aug 20 12:04:44 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 18.67 %
time: Tue Aug 20 12:04:45 2019 | channel: НТВ | channel_confidence: 40 % | content_confidence: 18.67 %
time: Tue Aug 20 12:04:46 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 3.107 %
time: Tue Aug 20 12:04:47 2019 | channel: Россия 1 | channel_confidence: 40 % | content_confidence: 3.107 %
time: Tue Aug 20 12:13:54 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.0 %
time: Tue Aug 20 12:13:55 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 4.102 %
time: Tue Aug 20 12:13:56 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 4.102 %
time: Tue Aug 20 12:13:56 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 4.831 %
time: Tue Aug 20 12:13:57 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 5.560 %
time: Tue Aug 20 12:13:58 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 11.59 %
time: Tue Aug 20 12:13:59 2019 | channel: НТВ | channel_confidence: 40 % | content_confidence: 11.59 %
time: Tue Aug 20 12:14:00 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 8.474 %
time: Tue Aug 20 12:14:00 2019 | channel: Россия 1 | channel_confidence: 40 % | content_confidence: 8.474 %
time: Tue Aug 20 12:14:01 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 3.165 %
time: Tue Aug 20 12:14:02 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 3.165 %
time: Tue Aug 20 12:14:03 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 5.073 %
time: Tue Aug 20 12:14:04 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 5.073 %
time: Tue Aug 20 12:14:04 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 5.840 %
time: Tue Aug 20 14:27:46 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.0 %
time: Tue Aug 20 14:27:47 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 51.61 %
time: Tue Aug 20 14:27:47 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 26.58 %
time: Tue Aug 20 14:27:48 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 1.755 %
time: Tue Aug 20 14:27:49 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 2.356 %
time: Tue Aug 20 14:27:50 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 1.935 %
time: Tue Aug 20 14:27:51 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 2.524 %
time: Tue Aug 20 14:27:51 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 8.027 %
time: Tue Aug 20 14:27:52 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.562 %
time: Tue Aug 20 14:27:53 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 4.254 %
time: Tue Aug 20 14:27:54 2019 | channel: НТВ | channel_confidence: 40 % | content_confidence: 1.214 %
time: Tue Aug 20 14:27:55 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.758 %
time: Tue Aug 20 14:27:55 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.617 %
time: Tue Aug 20 14:27:56 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 1.984 %
time: Tue Aug 20 14:27:57 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 1.817 %
time: Tue Aug 20 14:27:58 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.420 %
time: Tue Aug 20 14:27:59 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.115 %
time: Tue Aug 20 14:27:59 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.470 %
time: Tue Aug 20 14:28:00 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.354 %
time: Tue Aug 20 14:28:01 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.390 %
time: Tue Aug 20 14:28:02 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.659 %
time: Tue Aug 20 14:28:03 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.910 %
time: Tue Aug 20 14:28:03 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.823 %
time: Tue Aug 20 14:28:04 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.575 %
time: Tue Aug 20 14:28:05 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.175 %
